District,SS,Toponym,Chrononym,Def,Context,Year,Comment,Latitude,Longitude,DISS
Окт,Покровский,Боговарово,ФаЛИ МёРЗЛЫЕ,"холодные ночи в начале июня, заморозки","Как ФАли мЁрзлые пройдУт ‒ нАдо садИть, а если что уже растЁт, дак закрывАем, чтОбы не помЁрзло.",2011 февраль,< д. Хмелёвка,,,
Окт,Покровский,Боговарово,ФаЛИ МёРЗЛЫЕ,праздник в середине июня,РАньше огурцЫ-помидОры не садИли до ФАлей. ФАли МЁрзлые. До двадцАтого иЮня мОгут морОзы быть.,2009 авг.,ФаЛИ,,,
Пав,Петропавловский,Берёзовка,ФаЛИ МёРЗЛЫЕ,"дни в начале июня, когда меняется погода","ФАли МЁрзлые в начале июня, где-ко с 1 по 7. Звали ешшо ФАли МерзлоглАзые. В эти дни, говорили, надо мерзлоглАзых хоронИть. Никого не хоронили, так просто говорили. Прошшались с холодом. Как ФАли МЁрзлые пройдут ‒ жди тепла.",2009 авг.,ФаЛИ МЕРЗОГЛаЗЫЕ,,,
Пав,Петропавловский,Берёзовка,ФаЛИ МёРЗЛЫЕ,"дни в сентябре, когда начинаются заморозки (точная дата неизвестна)","ФАли мЁрзлые, от их зАморозки пойдУт.",2009 авг.,,,,
Окт,Покровский,Катушенки,ФаЛИ МёРЗЛЫЕ,день 2 июня,"ВторОго иЮня бывАют ФАли. На ФАли МЁрзлые рассАду не высАживай, высАживай после ФАлей.",2011 февраль,ФаЛИ,,,
Окт,Власовский,Веденьё,ФаЛИ МёРЗЛЫЕ,"праздник, отмечаемый 2 июня по н. ст.","ФАли-то МЁрзлые ‒ вторОго иЮня-то, ФалялЕи, когдА прошлИ, дак огурцЫ мОжно высАживать.",2011 авг.,ФАЛЯЛеИ,,,
Пав,Петропавловский,Берёзовка,ФаЛИ МЕРЗОГЛаЗЫЕ,"дни в начале июня, когда меняется погода","ФАли МЁрзлые в начАле иЮня, где-ко с 1 по 7. ЗвАли ешшО ФАли МерзлоглАзые. В Эти дни, говорИли, нАдо мерзлоглАзых хоронИть. НикогО не хоронИли, так прОсто говорИли. ПрошшАлись с хОлодом. Как ФАли МЁрзлые пройдУт ‒ жди теплА.",2009 авг.,ФаЛИ МёРЗЛЫЕ,,,
Вохом,Обуховский,Поспехово,ФаЛИ МоКРЫЕ,"день в сентябре, после которого устанавливается сырая погода","ФАли МОкрые в сентябре ‒ сыро бывает, дождь, а после этого дня долгое время такая погода.",2012 лето,,,,
Вохом,Вохомский,Вохма,ФаЛИН ДеНЬ,2 июня,"Летом, второго июня, назывался ФАлин день. После ФАлина дня заморозков уже не будет. ФАли прошли, так заморозков не будет. МерзлякОв, говорят, схоронИли, теперь больше мерзлякОв не будет. ФАлин день прошёл, можно огурцы садить на грядке.",2011 февраль,ФаЛИ,,,
Окт,Власовский,Веденьё,ФАЛЯЛеИ,"праздник, отмечаемый 2 июня по н. ст.","ФАли-то МЁрзлые ‒ вторОго иЮня-то, ФалялЕи, когдА прошлИ, дак огурцЫ мОжно высАживать.",2011 авг.,ФаЛИ МёРЗЛЫЕ,,,
Мак,Красногорский,Домань,ФЕВРоНИЯ,"8 июля, день Петра и Февронии",Ромашку собирают перед Февронией.,2024 лето,,,,
Кадый,Паньковский,Паньково,ФёДОР СТУДёНЫЙ,день 26.01. (по ст. ст.),На ФЁдора СтудЁного покОйники плАчут по землЕ.,2004 авг.,,,,
Шар,Ивановский,Берзиха,ФёДОР-СТРАТИЛаТ,1) 21 июня; 2) 22 февраля,Фёдор-Стратилат грозами богат. Это который в июне. А в феврале тоже Фёдор-Стратилат.,2022 лето,,,,
Мак,Шемятинский,Никулино,ФёДОРОВСКАЯ,"праздник, отмечаемый в д. Никулино",,2021 ноябрь,,,,
Мак,Юровский,Юрово,ФёДОРОВСКАЯ,() 18 октября,"Фёдоровская была, назвали по иконе Богородицы.",2022 лето,,,,
Шар,Ивановский,Столбецкое,ФёДОРОВСКАЯ,"престольный праздник, отмечаемый в д. Столбецкое (5 августа)","ФЁдоровскую ‒ пятого августа, ПреображЕнье ‒ девятнадцатого августа.",2014 авг.,,,,
Мак,Шемятинский,Федоровское,ФёДОРОВСКАЯ,"праздник, отмечаемый в д. Фёдоровское","У нас ВладИмирскую шестого июля, в Фёдоровском ‒ ФЁдоровскую. В каждой деревне ведь свои праздники.",2021 ноябрь,,,,
Вохом,Сосновский,Марково,ФЕДоСЬЕВ ДеНЬ,"праздник, отмечавшийся 15 сентября в б. д. Глазуново Сосновского с/с","На Глазунове игрище в Федосьев день, праздник в Глазуново. Сначала собирались все, сидели, выпивали, а потом уже шли гулять по деревне, плясали, играли.",2012 лето,,,,
Вохом,Сосновский,Сосновка,ФЕДоСЬЕВ ДеНЬ,"праздник, отмечавшийся в б. д. Глазуново Сосновского с/с","ФедОсьев дЕнь ‒ это осенний праздник, у нас на Глазунове, это он в сентябре. Это старое бабье лето, 14 или 16, так же игрища в деревне собирались.",2012 лето,,,,
Вохом,Сосновский,Марково,ФЕДоСЬЕВ ДеНЬ,"праздник, отмечамый 15 сентября в б. д. Глазуново Сосновского с/с",ФедОсьев ДЕнь ‒ пятнадцатого сентября ‒ на ГлазунОве,2012 лето,,,,
Кологр,Суховерховский,Елховка,ФЕДоСЬЕВСКАЯ,10 февраля в д. Елховка Суховерховского с/с,"В Елховке Федосьевская была в феврале, к нам приходили из соседних деревень.",2024 лето,,,,
Кадый,Столпинский,Столпино,ФЕДоТ,день 24.11. (по нов. ст.),Был ФедОт; говорИли: лёд-ФедОт по рекЕ плывЁт.,2004 авг.,,,,
Шар,Поляшовский,Бухалкино,ФЕДоТ КОПОТиЛ,13 марта,"ФедОт КопотИл ‒ метЕли бЫли. Если эти 3 дня (Овд.-Зассиха, Вас.-Закапальник, Федот Копотил) будут делать своё дело, то весна будет дружная.",2014 авг.,,,,
Шар,Одоевский,Нежданово,ФЕДоТ ПОМёТ,13 марта,"ЕвдокИя, ВасИлий-КапИльник, ФедОт-КопотИл. Если все дни дружные, то и весна будет дружная.",2012 лето,"< Слепниха, Васил. с/с",,,
Шар,Одоевский,Старково,ФЕДоТ ПОМЕТоТ,16 марта,"ФедОт-КопотИльник ‒ копотИт в Этот день, вьюгА.",2012 лето,ФЕДоТЫ-КОПОТиЛЫ,,,
Мак,Усть-Нейский,Якимово,ФЕДоТ-КОПОТиЛ,15 марта,"В ФедОты помЁты глядят, если Федот холодний, то ещё весна долго не придёт.",2022 лето,,,,
Буй,Шушкодомский,Шушкодом,ФЕДоТ-КОПОТиЛЬНИК,день в феврале (какой?),ФедОт ПометОт ‒ это в феврале денёк.,2018 лето,,,,
Окт,Власовский,Высокое,ФЕДоТЫ,16 марта,"Если ФедОты метут, корма все заметут. Вот и звАли ФедОты ПометАлы.",2011 авг.,ФЕДоТЫ ПОМЕТаЛЫ,,,
Парф,Матвеевский,Матвеево,ФЕДоТЫ,"праздник, отмечаемый 13 марта","Ежели метЁт в ФедОты и кончАется, а на вторОй день ЕвдокИя ‒ крАсная, то бУдет хорОшая веснА, а Если продолжАется, то холОдная. Если в ФедОты не метЁт, то метЁт после ЕвдокИи.",2006 авг.,ФЕДоТЫ-ПОМёТЫ,,,
Пав,Петропавловский,Доровица,ФЕДоТЫ ЗАМЕТаЛЫ,15 марта,На ФедОты ЗаметАлы вьюгА ‒ скотИна остАнется без кормА.,2009 авг.,,,,
Окт,Сивцевский,Останино,ФЕДоТЫ ЗАМЕТоТЫ,"день св. Федота Киринейского, 2/15 марта","ФедОты-заметАлы, метёт метель, и все, метель ‒ значит будет снежная зима, сОлнышко ‒ будет погода вёдреная.",2011 февраль,,,,
Вохом,Семёновский,Спас,ФЕДоТЫ ЗАМЕТоТЫ,"праздник, отмечаемый 15 марта","ФедОты-ЗаметАлы придут, если заметало, то коров долго не выпустят.",2011 авг.,,,,
Пав,Доброумовский,Доброумово,ФЕДоТЫ ПОМЕТаЛЫ,день в марте (после 14 марта),"ФедОты-ЗаметАлы после ЕвдокИи. ИдЁт позЁмка ‒ ну, всё вЫметет на повИтях. Не хвАтит кОрма скотУ.",2009 авг.,,,,
Пав,Петропавловский,Кукшинга,ФЕДоТЫ ПОМЕТаЛЫ,"день св. Федота, 4 марта",,2009 авг.,,,,
Пав,Петропавловский,Доровица,ФЕДоТЫ ПОМЕТаЛЫ,день св. Федота 2 (15) марта,"После ОвдокИи ‒ ФедОты-ЗаметАльники. Снег высОкий, вьюгА Если в Этот день ‒ бУдет мАло кОрма, и сЕна не хвАтит.",2009 авг.,,,,
Пав,Петропавловский,Доровица,ФЕДоТЫ-ЗАМЕТаЛЫ,15 марта,"ФедОты-ЗаметАльники назАвтре ОвдокИи. На повИти заметЁт ‒ весь корм скОрмят до вЫпуска, длИнная веснА бУдёт.",2009 авг.,,,,
Меж,Георгиевский,Черемисская,ФЕДоТЫ-ЗАМЕТаЛЫ,"календарная дата, в которую ожидался сильный снегопад",ФедОты ЗаметОты ‒ на них всегда мело,2023 лето,,,,
Меж,Георгиевский,Георгиевское,ФЕДоТЫ-ЗАМЕТаЛЫ,день в начале марта,"Федоты Заметоты, ветра голимые.",2023 лето,,,,
Пав,Крутогорский,Шайменский,ФЕДоТЫ-ЗАМЕТаЛЬНИКИ,день св. Федота в феврале,,2009 авг.,,,,
Меж,Петушихский,Барановица,ФЕДоТЫ-ЗАМЕТаЛЬНИКИ,день в конце февраля,"На Федоты-Заметоты сильные метели, всегда сходится.",2023 лето,,,,
Мак,Усть-Нейский,Рокульское,ФЕДоТЫ-ЗАМЕТаЛЬНИКИ,день в конце февраля (какой именно?),Федоты-Заметоты ‒ метели мели сильные.,2022 лето,,,,
Кологр,Уромский,Тодино,ФЕДоТЫ-ЗАМЕТоТЫ,день в конце февраля,Если на Федоты-ЗАметоты метёт ‒ урожай будет сильный.,2024 лето,,,,
Кологр,Илешевский,Варзенга,ФЕДоТЫ-ЗАМЕТоТЫ,15 марта,"ФедОты-ЗаметОты в марте начинаются, метели сильные.",2024 лето,,,,
Меж,Петушихский,Барановица,ФЕДоТЫ-ЗАМЕТоТЫ,14 февраля,"Федоры-Заметоты ‒ всё заметёт, а Василий Капильник ‒ капель капает.",2024 лето,,,,
Кологр,Ильинский,Гаревая,ФЕДоТЫ-ЗАМЕТоТЫ,день в феврале,"ФедОты-заметОты ‒ это какой-то день в феврале, там сильный ветер.",2024 лето,,,,
Шар,Одоевский,Старково,ФЕДоТЫ-ЗАМЕТоТЫ,16 марта,"ФедОты-КопотИлы, ФедОт-КопотИльник ‒ обЫчно в этот день вьюгА, завьЮжит, кОсы настАвит.",2012 лето,ФЕДоТ-КОПОТиЛЬНИК,,,
Шар,Одоевский,Старково,ФЕДоТЫ-ЗАМЕТоТЫ,16 марта,"ФедОты-КопотИлы, ФедОт-КопотИльник ‒ обЫчно в этот день вьюгА, завьЮжит, кОсы настАвит.",2012 лето,,,,
Шар,Конёвский,Подолиха,ФЕДоТЫ-ЗАМЕТоТЫ,"день св. Федота, 13 марта",ФедОты-КопотИлы 13 мАрта. В них коптИт сильно ‒ метЕль бывАет.,2012 лето,,,,
Шар,Конёвский,Подолиха,ФЕДоТЫ-КОПОТиЛЫ,13 марта (?),,2012 лето,,,,
Шар,Конёвский,Подолиха,ФЕДоТЫ-КОПОТиЛЫ,день св. Федота в середине марта,ФедОты-КопотИлы рядом с ОвдокИей живУт.,2012 лето,,,,
Шар,Конёвский,Подолиха,ФЕДоТЫ-КОПОТиЛЫ,"день св. Федота, 13 марта",ФедОты-КопотИлы 13 мАрта. В них коптИт сильно ‒ метЕль бывАет.,2012 лето,,,,
Мак,Юровский,Большие Рымы,ФЕДоТЫ-КОПОТиЛЫ,16 февраля,"Федоты-Обдуй омёты были. Если буйный день, метёт, то выметет корма. Омёты-то звали из соломы.",2023 лето,,,,
Окт,Сивцевский,Останино,ФЕДоТЫ-КОПОТиЛЫ,день в конце февраля или начале марта (точная дата -?),"На ФедОты ПометАлы вьЮга ‒ подметЁт кормА, а если вЁдро ‒ быстрЕе растАет.",2011 февраль,,,,
Окт,Власовский,Высокое,ФЕДоТЫ-КОПОТиЛЫ,16 марта,"Если ФедОты метУт, кормА все заметУт. Вот и звАли ФедОты ПометАлы.",2011 авг.,ФЕДоТЫ,,,
Окт,Соловецкий,Соловецкое,ФЕДоТЫ-ОБДуЙ ОМёТЫ,15 марта,"ВасИлий КапИльники ‒ тринадцатого, ЕвдокИя ПлющИха ‒ четырнадцатого, ФедОты ПометАлы ‒ пятнадцатого, это уж в марте, три дня подряд. // ФедОты ПометАлы ‒ Если пометёт в этот день ‒ сено у всех пометёт потом. Долго то есть придётся скот кормить, не скоро выпустишь.",2011 авг.,,,,
Пав,Крутогорский,Шайменский,ФЕДоТЫ-ПОМЕТаЛЫ,день 2/15 марта,"ФёдОты-пометАлы бывАют веснОй. Всё заметАет, дЕлает бугрЫ большИе.",2009 авг.,,,,
Вохом,Петрецовский,Сенькино,ФЕДоТЫ-ПОМЕТаЛЫ,16 марта,"ФедОты-ПометАлы бывАют под веснУ, на повИти корм заметЁт, пОздняя Осень бУдет.",2012 лето,,,,
Окт,Стариковский,Огурцы,ФЕДоТЫ-ПОМЕТаЛЫ,16 марта,ФедОты-ПометАлы ‒ на повИти всё вЫметет. Если шИбко метЁт ‒ грибОв лЕтом не бУдёт.,2011 авг.,,,,
Вохом,Петрецовский,Кекур,ФЕДоТЫ-ПОМЕТаЛЫ,16 марта,Если в Этот день вьюгА ‒ на повИти занесЁт кормА. ФедОты-ПометАлы-те бЫли.,2012 лето,,,,
Пав,Крутогорский,Шайменский,ФЕДоТЫ-ПОМЕТаЛЫ,"день св. Федота, 15 марта",,2009 авг.,,,,
Окт,Соловецкий,Первая Клобуковская,ФЕДоТЫ-ПОМЕТаЛЫ,весенний праздник,"ФедОты-ПометАлы, онИ ведь зимОй. ЕвдокИя в марте и ФедОты-ПометАлы в мАрте. Снег валИт, метЁт. Из конЮшни сЕно выметАет у людЕй: ""Ой, ФедОты-ПометАлы, из конЮшни сЕно метУт.""",2011 авг.,,,,
Шар,Ивановский,Берзиха,ФЕДоТЫ-ПОМЕТаЛЫ,день в середине марта (какой?),"ФедОты-ПометАлы в марте, метёт снег.",2014 авг.,,,,
Мак,Шемятинский,Никулино,ФЕДоТЫ-ПОМЕТоТЫ,праздник (?),"Федоты-Пометоты были какие-то, то ли праздник это был, то ли что.",2021 ноябрь,,,,
Мак,Шемятинский,Никулино,ФЕДоТЫ-ПОМЕТоТЫ,праздник в феврале (когда?) в д. Никулино,,2021 ноябрь,,,,
Шар,Конёвский,Бердиха,ФЕДоТЫ-ПОМЕТоТЫ,16 марта,"ОвдокИя, а за ёй ФедОты-ПометОты.",2012 лето,,,,
Мак,Николо-Макаровский,Николо-Макарово,ФЕДоТЫ-ПОМёТЫ,"12 или 13 февраля или марта, день, в который по ветру примечали затяжную весну","ФедОты-помЁты ‒ это день такой. Если в этот день метет, говорят, весна будет длинной, и все сметет с сарая. Раньше заготовляли сено и рассчитывали его до какого-то времени, а в этот день примечали, что если ветер дует, значит, все сено с сарая сметет. В этот день примечали, что если оттуда ветер, значит весна будет затяжной, скот все сено с заначки съест.",2023 лето,,,,
Парф,Матвеевский,Матвеево,ФЕДоТЫ-ПОМёТЫ,"праздник, отмечаемый 13 марта","Ежели метЁт в ФедОты и кончАется, а на вторОй день ЕвдокИя ‒ крАсная, то бУдет хорОшая веснА, а Если продолжАется, то холОдная. Если в ФедОты не метЁт, то метЁт после ЕвдокИи. А ""помЁты"" потомУ, что выметАло послЕднее из закромОв у людей: и сено, и корм.",2006 авг.,ФЕДоТЫ,,,
Парф,Матвеевский,Матвеево,ФЕДоТЫ-ПОМёТЫ,праздник на второй день Масленицы в с. Матвеево,,2006 авг.,,,,
Пав,Крутогорский,Шайменский,ФЕДоТЫ-ПОМёТЫ,день св. Федота в феврале,,2009 авг.,,,,
Мак,Усть-Нейский,Старово,ФЕДоТЫ-ПОМёТЫ,"календарная дата в марте, когда обычно дуют ветра, что ассоциируется с выдуванием сена (кончаются его запасы)","Федоты-помёты в марте, ветры такие делаются. Федоты-те всё сметут, всё скормят коровам, в мае нечем кормить будёт.",2022 лето,,,,
Окт,Луптюгский,Луптюг,ФЕДоТЫ-ПОМёТЫ,16 марта,ФедОты-ПомЁты бЫли. В этот день снег метЁт ‒ грибЫ и Ягоды бУдут.,2011 авг.,,,,
Мак,Юровский,Большие Рымы,ФЕДоТЫ-ПОМёТЫ,день в конце февраля,"Федоты-Помёты были. Примечали: если метёт на Федоты-Помёты, то весны не будет рано, не хватит сена скотине.",2023 лето,,,,
Кадый,Чернышевский,Чернышево,ФЕДуЛЫ,"праздник, отмечаемый 15 марта","ФедУлы; ФедУл, скажём, подул ‒ все корма задул.",2004 авг.,,,,
Окт,Власовский,Высокое,ФЕДуЛЫ ОБДуЛЫ,15 марта,На ФедУлы ОбдУлы ветер дует ‒ с кормами будёт плохо весной.,2011 авг.,,,,
Вохом,Сосновский,Бамбетово,ФЕДюНЬКА,"праздик, отмечаемый в б. д. Бамбетово Сосновского с/с","ФедЮнька у нас здесь была, это у Бамбетовых гуляли, ФедЮнькин день.",2012 лето,ФЕДюНЬКИН ДеНЬ,,,
Вохом,Сосновский,Бамбетово,ФЕДюНЬКИН ДеНЬ,"праздник, отмечаемый в б. д. Бамбетово Сосновского с/с","ФедЮнька у нас здесь была, это у Бомбетовых гуляли, ФедЮнькин день.",2012 лето,ФЕДюНЬКА,,,
Вохом,Сосновский,Бамбетово,ФеДЮНЬКИН ДеНЬ (!),"Праздник в д. Бамбетово, второе воскресенье после Троицы","ФедЮнькин День ‒ второе воскресенье от Троицы, у Бамбетовых Игрище было. Он у нас был этот день только по Согре. Здесь [в с. Коннице] его не было.",2012 лето,,,,
Мак,Княжевский,Макарьев,ФИЛиППОВКИ,Рождественский пост (28 ноября-6 января?),"Филипповки были, а перед ними ЗаговИнье. Вот тогда колядки и пели.",2022 лето,,,,
Мак,Усть-Нейский,Старово,ФИЛиППОВКИ,Рождественский пост (28 ноября‒6 января),"В Заговиньё ворожили, ворожили на жениха. В Святки не ворожили, всё в Заговиньё. Оно перед Филипповками живёт.",2022 лето,,,,
Мак,Усть-Нейский,Старово,ФИЛиППОВКИ,Рождественский пост (начало 27 ноября),"В Филипповки ходили по беседкам. Две беседки ‒ большая беседка и средняя, это наша.",2023 лето,,,,
Пыщ,Пыщугский,Пыщуг,ФИЛиППОВО ГОВиНЬЕ,"пост, начинающийся в конце ноября и заканчивающийся перед Рождеством",,2022 лето,,,,
Окт,Покровский,Клюкино,ФИЛиППОВО ГОВиНЬЕ,пост с 21 ноября до 7 января,ФилИппово ГовИнье бывало длинноё.,2011 февраль,,,,
Вохом,Сосновский,Осипино,ФИЛиППОВО ГОВиНЬЕ,пост перед Рождеством длительностью 6 недель,ФилИппово ГовИнье бывает перед Рождеством.,2012 лето,,,,
Парф,Матвеевский,Вохтома,ФОМиН ВТоРНИК,второй вторник после Пасхи,"ФомИн ВтОрник поминают, после ПАски через неделю во вторник.",2006 авг.,< д. Горжениново,,,
С-Слав,Шаховский,Фадеево,ФОМИНо,"праздник, проходящий на 2-ую неделю после Пасхи","в Фадееве праздновали ФоминО, оно было не в числе, а на вторую неделю после Пасхи",2019 лето,,,,
С-Слав,Шаховский,Фадеево,ФОМИНо,праздник в первую неделю после Пасхи в деревне Фадеево,"Праздник у нас крестьянский: ФоминО, неделя после Пасхи.",2019 лето,,,,
Кадый,Паньковский,Паньково,ФОМИНо ВОСКРЕСеНЬЕ,первое воскресенье после Пасхи,"В честь апостола Фомы, потому что он не поверил, что Иисус Христос воскрес.",2004 авг.,,,,
Пав,Леденгский,Леденгск,ФРоЛ,праздник 7 сентября,"До ФрОла если не посЕят Озим, то всё уже. // Фрол прошёл ‒ уж потом какие праздники.",2009 авг.,ФРоЛОВ ДеНЬ,,,
Кадый,Завражный,Фетинино,ФРоЛ И ЛаВРА,праздник 19 августа в д. Кондома Завражного с/с,,2004 авг.,,,,
Шар,Конёвский,Бердиха,ФРОЛКи,31 августа в д. Медведица Коневского с/с,ФролкИ как убОрка пройдЁт. Всё вЫжнут и гулЯют цЕлую недЕлю. ФролкИ в МедвЕдице. На отработки этот праздник.,2012 лето,,,,
Шар,Конёвский,Подолиха,ФРОЛКи-ГОЛКи,"день свв. Флора и Лавра, 31 августа",,2012 лето,,,,
Кадый,Завражный,Прозорово,ФРоЛОВ ДеНЬ,"праздник, отмечаемый 31 сентября в д. Прозорово",,2004 авг.,,,,
Шар,Конёвский,Медведица,ФРОЛоВ ДеНЬ,"день мучеников Флора и Лавра, отмечавшийся 31 августа в д. Медведица",,2012 лето,,,,
Шар,Конёвский,Подолиха,ФРОЛоВ ДеНЬ,"престольный праздник в честь свв. Флора и Лавра в д. Медведица Конёвского с/с, 31 августа (?)",В Медведице ФролОв день 29 августа.,2012 лето,,,,
Пав,Крутогорский,Шайменский,ФРОЛоВ ДеНЬ,"день свв. Фрола и Лавра, 31 августа",ФролОв день был 31 Августа.,2009 авг.,,,,
С-Гал,Куземинский,Куземино,ФРОЛоВ ДеНЬ,"православный праздник, отмечаемый 31 августа","Но несмотря на гонения на религию, по-прежнему в деревне отмечали праздники: ФролОв день (31 августа), Сергиев день (8 октября), Михайлов день (21 ноября).",2003 июль,,,,
Шар,Троицкий,Притыкино,ФРоЛОВ ДеНЬ,"31 августа, день святых Флора и Лавра в дд. Троицкого с/с",В ВарзинЕ и АнАнино ФрОлов день был.,2012 лето,,,,
Вохом,Вохомский,Вохма,ФРОЛоВ ДеНЬ,"праздник, 20 сентября","Осенью были СемЁнов день, ФролОв день праздник был.",2011 февраль,,,,
Шар,Конёвский,Медведица,ФРОЛоВ ДеНЬ,"престольный праздник в честь свв. Флора и Лавра, 31 августа (?)",В Медведице ФролОв день 29 августа.,2012 лето,,,,
Нерех,Татарский,Татарское,ФРоЛОВ ДеНЬ,"праздник в с. Берендеево Татарского с/с, отмечаемый 31 августа",В Берендюшках отмечали Фролов день.,2019 лето,,,,
Мак,Нижне-Нейский,Колбино,ФРОЛоВ ДеНЬ,"28.08., Фролов день, престольный праздник в д. Селезенево Нижне-Нейского с/с",,2023 лето,,,,
Ост,Игодовский,Займище,ФРОЛоВ ДеНЬ,"праздник, отмечаемый 31 августа в б. д. Макарово Игодовского с/с",,2022 лето,,,,
Пав,Леденгский,Леденгск,ФРоЛОВ ДеНЬ,праздник 7 сентября в д. Мундор Леденгского с/с,В МУндоре Юрьевка была во ФрОлов День.,2009 авг.,ФРоЛ,,,
Нерех,Татарский,Татарское,ФРоЛОВ ДеНЬ,"праздник в д. Берендеево Татарского с/с, отмечаемый 31 августа",В Берендееве отмечают Фролов день. Скоро Петров день ‒ Пётр и Павел час убавил. Илья Пророк два <часа> уволок. Фрол Лавёр три упёр. Иван Постный 4 <часа> порснул.,2019 лето,,,,
Шар,Конёвский,Бердиха,ФРОЛоВ ДеНЬ,31 августа,Во ФролОв день вЫгорела ЯнАиха.,2012 лето,,,,
Нерех,Федоровский,Холомеево,ФРоЛОВ ДеНЬ,31 августа,"В нашей деревне, в Холомееве, Николу Летнюю отмечали и Фролов день, Фролы и Лавры.",2019 лето,,,,
Нерех,Федоровский,Отертиково,ФРОЛоВ ДеНЬ,"престольный праздник в д. Отертиково, 31 сентября","У нас в ОтЕртикове была НикОла, ФролОв дЕнь.",2019 лето,,,,
Нерех,Татарский,Берендеево,ФРОЛоВ ДеНЬ,"Церковный праздник, отмечаемый в деревне Берендеево",,2019 лето,,,,
Парф,Аносовский,Марьино,ФРОЛоВ ДеНЬ,"церковный праздник, отмечаемый 31 августа","Сначала еще ФролОв день, ФролЫ ГолЫ ‒ 31 августа. Надо вот сейчас с 14 по 31 августа надо посеять рожь. После 31-го это уже поздно. Уже, значит, рожь будет плохая.",2006 авг.,ФРОЛы ГОЛы,,,
Нерех,Лавровский,Иголкино,ФРоЛОВ ДеНЬ,"праздник, отмечающийся в августе",,2019 лето,,,,
Ост,Островский,Парфеново,ФРоЛОВ ДеНЬ,"31 августа, Фрол и Лавёр ‒ лошадники, престольный праздник в д. Парфеньево","У нас здесь, в Парфеньево, отмечаются ФролЫ, ФрОлов дЕнь.",2023 лето,ФРОЛы,,,
Парф,Матвеевский,Матвеево,ФРОЛоВКИ-БЕЛОГОЛоВКИ,"праздник, отмечаемый 31 августа","Это последний день, когда сеют рожь. ""БелоголОвки"" ‒ это рожь будет побита, если позже этого дня посеют. Такая, белым цветёт ‒ аптечная ромашка.",2006 авг.,,,,
Парф,Матвеевский,Матвеево,ФРОЛоВКИ-БЕЛОГОЛоВКИ,"праздник, отмечаемый в с. Матвеево 31 августа","Урожай надо собирать, а то белоголОвки вырастут.",2006 авг.,,,,
Меж,Георгиевский,Суховская,ФРОЛоВСКАЯ,"Фролов день, праздник в д. Суховская","В Суховской ‒ ФролОвскую празднуют, 31 августа.",2023 лето,,,,
Меж,Георгиевский,Георгиевское,ФРОЛоВСКАЯ,"праздник, отмечавшийся 31 августа","Фролы Голы, Фроловская, когда уже все убрано, когда поля голы. Фроловская была в конце августа.",2023 лето,ФРОЛы ГОЛы,,,
Меж,Георгиевский,Георгиевское,ФРОЛоВСКАЯ,31 августа,"Коневская была летом, за лошадей молили. А в других местах молят во Фроловскую.",2023 лето,,,,
Окт,Сивцевский,Останино,ФРОЛоВСКАЯ,30 августа,ФролОвская у нас престольный праздник. Круг церквы на кОнях ездили.,2011 февраль,,,,
Окт,Сивцевский,Останино,ФРОЛоВСКАЯ,"день свв. Фрола и Лавра, 18/31 августа",,2011 февраль,,,,
Меж,Никольский,Фадеиха,ФРОЛоВСКАЯ,31 августа,"Фроловская, когда заканчивали полевые работы.",2023 лето,,,,
Меж,Георгиевский,Поденьевица,ФРОЛоВСКАЯ,годовой праздник в д. Суховская Георгиевского с/с,ФролОвская праздновалась в августе в СухОвской.,2023 лето,,,,
Меж,Никольский,Фадеиха,ФРОЛоВСКАЯ,30 августа,"У нас в деревне 30 августа Фроловская, все к нам в гости приходили. Мы-то прышшики ешшо были, нас на полати заганивали, мы оттуда глазоемили. Пряженики пекли во Фроловскую.",2023 лето,,,,
Меж,Георгиевский,Суховская,ФРОЛоВСКАЯ,годовой праздник в д. Суховская Георгиевского с/с,,2023 лето,,,,
Меж,Никольский,Никола,ФРОЛоВСКАЯ,"праздник, отмечаемый в д. Фадеиха Никольского с/с 30 августа",У нас в Фадеихе ФролОвскую отмечали 30 августа.,2023 лето,,,,
Меж,Никольский,Никола,ФРОЛоВСКАЯ,"праздник, отмечаемый в д. Хорошая Никольского с/с 31 августа","В нашей деревне, в Хорошей, был большой праздник ‒ ВведЕньевская и ФролОвская осенью.",2023 лето,,,,
Меж,Никольский,Никола,ФРОЛоВСКАЯ,"праздник, отмечаемый в д. Абросиха Никольского с/с 31 августа","В Абросиху ходили на ФролОвскую, ИльИн день тоже 2 августа.",2023 лето,,,,
Кологр,Ильинский,Яковлево,ФРОЛоВСКАЯ,"престольный праздник в д. Яковлево, День Фрола и Лавра, 31 августа","Лошадиный праздник ‒ Фроловская. А что делали, не знаю.",2024 лето,,,,
Меж,Никольский,Фадеиха,ФРОЛоВСКАЯ,"31 августа, престольный праздник в д. Сидорово","Это в Николе КонЕвская была или где-то там, а у нас ФролОвская, ФролЫ голЫ годовой праздник.",2024 лето,,,,
Меж,Никольский,Фадеиха,ФРОЛоВСКАЯ,31 августа,"Фроловская ‒ всё убрато, вот и праздновали, взлягивали.",2024 лето,,,,
Парф,Ширский,Николо-Ширь,ФРОЛуХИ-БЕЛОГОЛуХИ,"праздник, отмечаемый 31 августа, день святого Фрола",На ФролУхи-БелоголУхи рожь сЕять нельзЯ. ПосЕешь рожь на ФролЫ ‒ не бУдет.,2006 авг.,ФРОЛы,,,
